issue,file,line,snippet
mock_class,ai_trading/core/bot_engine.py,352,class MockDataFrame:
mock_class,ai_trading/core/bot_engine.py,378,class MockSeries:
mock_class,ai_trading/core/bot_engine.py,410,class MockIndex:
mock_class,ai_trading/core/bot_engine.py,428,class MockPandas:
mock_class,ai_trading/core/bot_engine.py,824,    class MockPortalocker:
mock_class,ai_trading/core/bot_engine.py,866,    class MockSchedule:
mock_class,ai_trading/core/bot_engine.py,885,    class MockTicker:
mock_class,ai_trading/core/bot_engine.py,890,    class MockYfinance:
mock_class,ai_trading/core/bot_engine.py,906,    class MockTradingClient:
mock_class,ai_trading/core/bot_engine.py,913,    class MockMarketOrderRequest:
mock_class,ai_trading/core/bot_engine.py,917,    class MockLimitOrderRequest:
mock_class,ai_trading/core/bot_engine.py,921,    class MockGetOrdersRequest:
mock_class,ai_trading/core/bot_engine.py,925,    class MockOrder:
mock_class,ai_trading/core/bot_engine.py,930,    class MockTradingStream:
mock_class,ai_trading/core/bot_engine.py,992,    class MockBeautifulSoup:
mock_class,ai_trading/core/bot_engine.py,1009,    class MockFlask:
mock_class,ai_trading/core/bot_engine.py,1053,    class MockStockHistoricalDataClient:
mock_class,ai_trading/core/bot_engine.py,1060,    class MockQuote:
mock_class,ai_trading/core/bot_engine.py,1064,    class MockStockBarsRequest:
mock_class,ai_trading/core/bot_engine.py,1068,    class MockStockLatestQuoteRequest:
mock_class,ai_trading/core/bot_engine.py,1072,    class MockTimeFrame:
mock_class,ai_trading/core/bot_engine.py,1292,    class MockCircuitBreaker:
mock_class,ai_trading/core/bot_engine.py,1299,    class MockPybreaker:
mock_class,ai_trading/core/bot_engine.py,1318,    class MockMetric:
mock_class,ai_trading/core/bot_engine.py,1816,    class MockFinBERT:
mock_class,ai_trading/data_fetcher.py,212,    class MockDataFrame:
mock_class,ai_trading/data_fetcher.py,246,    class MockPandas:
mock_class,ai_trading/features/indicators.py,16,    class MockDataFrame:
mock_class,ai_trading/features/indicators.py,20,    class MockPandas:
mock_class,ai_trading/features/indicators.py,30,    class MockNumpy:
mock_class,ai_trading/imports.py,39,    class MockNumpy:
mock_class,ai_trading/imports.py,205,    class MockSeries:
mock_class,ai_trading/imports.py,266,    class MockRolling:
mock_class,ai_trading/imports.py,289,    class MockDataFrame:
mock_class,ai_trading/imports.py,387,    class MockPandas:
mock_class,ai_trading/imports.py,521,    class MockSklearn:
mock_class,ai_trading/imports.py,584,    class MockTalib:
mock_class,ai_trading/indicators.py,10,    class MockNumpy:
mock_class,ai_trading/indicators.py,36,    class MockSeries:
mock_class,ai_trading/indicators.py,46,    class MockPandas:
mock_class,ai_trading/market/calendars.py,18,    class MockPandas:
mock_class,ai_trading/meta_learning.py,28,    class MockMetricsLogger:
mock_class,ai_trading/position/correlation_analyzer.py,26,    class MockNumpy:
mock_class,ai_trading/position/correlation_analyzer.py,61,    class MockPandas:
mock_class,ai_trading/position/intelligent_manager.py,32,    class MockNumpy:
mock_class,ai_trading/position/intelligent_manager.py,43,    class MockPandas:
mock_class,ai_trading/position/market_regime.py,24,    class MockNumpy:
mock_class,ai_trading/position/market_regime.py,41,    class MockPandas:
mock_class,ai_trading/position/profit_taking.py,25,    class MockNumpy:
mock_class,ai_trading/position/profit_taking.py,42,    class MockPandas:
mock_class,ai_trading/position/technical_analyzer.py,25,    class MockNumpy:
mock_class,ai_trading/position/technical_analyzer.py,45,    class MockPandas:
mock_class,ai_trading/position/trailing_stops.py,25,    class MockNumpy:
mock_class,ai_trading/position/trailing_stops.py,42,    class MockPandas:
mock_class,ai_trading/signals.py,38,        class MockDataFrame:
mock_class,ai_trading/signals.py,48,        class MockSeries:
mock_class,ai_trading/signals.py,52,        class MockPandas:
mock_class,ai_trading/strategies/imports.py,23,    class MockNumpy:
mock_class,ai_trading/strategies/imports.py,99,        class MockDataFrame:
mock_class,ai_trading/strategies/imports.py,109,        class MockSeries:
mock_class,ai_trading/strategies/imports.py,116,        class MockPandas:
mock_class,ai_trading/strategies/imports.py,142,    class MockSklearn:
mock_class,ai_trading/strategies/imports.py,192,    class MockTa:
mock_class,ai_trading/strategies/metalearning.py,83,    class MockClassifier:
mock_class,ai_trading/utils/base.py,923,            class MockREST:
